event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,artifact_confidence,needs_manual_check_reason,primary_contribution_type,method_families,evaluation_settings,benchmark_mentions,dataset_mentions,metric_mentions,evidence_confidence,author_count,institution_count,url,alphaxiv_url,signal_score
64958,"Characterizing, Evaluating, and Optimizing Complex Reasoning","LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,13,8,https://github.com/zzzhr97/TRM,zzzhr97/TRM,17,github_url_with_stars,,Position / conceptual,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; Graphs / geometry,math/code/verifiable; language/llm,,,reward,medium,7,6,https://icml.cc/virtual/2026/poster/64958,https://www.alphaxiv.org/abs/2602.08498,10038
60925,TokSuite: Measuring the Impact of Tokenizer Choice on Language Model Behavior,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,10,16,https://github.com/r-three/Tokenizers,r-three/Tokenizers,12,github_url_with_stars,,Benchmark / evaluation,,language/llm,TokSuite,,,medium,7,6,https://icml.cc/virtual/2026/poster/60925,https://www.alphaxiv.org/abs/2512.20757,10038
62626,POET-X: Memory-efficient LLM Training by Scaling Orthogonal Transformation,Systems and Efficient Foundation Models,"Serving, GPU memory, MoE, and throughput",29,llm / memory / gpu / throughput,high,stable_seed,Unknown,,true,,19,18,,,0,no_github_url,,System / infrastructure,,language/llm,,,throughput; memory,medium,5,4,https://icml.cc/virtual/2026/poster/62626,https://www.alphaxiv.org/abs/2603.05500,10037
63687,A Systematic Study of Behavioral Cloning for Scientific Data Annotation,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",40,agents / agent / evaluation / agentic,high,stable_seed,Applications,Applications->Everything Else,true,,1,34,https://github.com/cfpark00/bc-scientific-annotation,cfpark00/bc-scientific-annotation,1,github_url_with_stars,,Benchmark / evaluation,LLM post-training; Reasoning / test-time compute; Agents / tool use,vision/video; theory/synthetic,,,accuracy,medium,2,1,https://icml.cc/virtual/2026/poster/63687,https://www.alphaxiv.org/abs/2606.07568,10036
63432,Procedural Pretraining: Warming Up Language Models with Abstract Data,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,16,2,https://github.com/zlshinnick/procedural-pretraining,zlshinnick/procedural-pretraining,17,github_url_with_stars,,Dataset / data resource,Reasoning / test-time compute; Agents / tool use; Transformer / attention,math/code/verifiable; language/llm,,,accuracy,medium,5,4,https://icml.cc/virtual/2026/poster/63432,https://www.alphaxiv.org/abs/2601.21725,10035
63048,Equivalence of Context and Parameter Updates in Modern Transformer Blocks,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,20,transformers / attention / transformer / softmax,medium,needs_review,Deep Learning,Deep Learning->Theory,true,,24,10,,,0,no_github_url,,Theory / proof,Transformer / attention,language/llm; theory/synthetic,,,,medium,4,4,https://icml.cc/virtual/2026/poster/63048,https://www.alphaxiv.org/abs/2511.17864,10034
62145,Protein Fold Classification at Scale: Benchmarking and Pretraining,"AI for Science, Health, and Neuro","Protein, molecule, and biological modeling",27,protein / molecular / chemistry / applications,high,needs_review,Applications,"Applications->Chemistry, Physics, and Earth Sciences",true,,2,17,https://github.com/BorgwardtLab/TEDBench,BorgwardtLab/TEDBench,12,github_url_with_stars,,Benchmark / evaluation,,science/domain,TEDBench,TEDBench,,medium,4,4,https://icml.cc/virtual/2026/poster/62145,https://www.alphaxiv.org/abs/2605.18552,10031
66164,OMAC: A Holistic Optimization Framework for LLM-Based Multi-Agent Collaboration,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",30,agent / multi / search / agents,high,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,8,23,,,0,no_github_url,,Application / domain study,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,,,,medium,3,2,https://icml.cc/virtual/2026/poster/66164,https://www.alphaxiv.org/abs/2505.11765,10031
65015,3ViewSense: Spatial and Mental Perspective Reasoning from Orthographic Views in Vision-Language Models,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,true,,11,19,,,0,no_github_url,,Position / conceptual,Reasoning / test-time compute; Graphs / geometry,vision/video; language/llm,,,,medium,9,3,https://icml.cc/virtual/2026/poster/65015,https://www.alphaxiv.org/abs/2603.07751,10030
64670,ECHO: Elastic Speculative Decoding with Sparse Gating for High-Concurrency Scenarios,Systems and Efficient Foundation Models,"Serving, GPU memory, MoE, and throughput",29,llm / memory / gpu / throughput,high,stable_seed,Deep Learning,Deep Learning->Large Language Models,true,,3,25,https://github.com/Sylvan820/ECHO_transformers,Sylvan820/ECHO_transformers,2,github_url_with_stars,,Theory / proof,Reasoning / test-time compute; Compression / efficiency,language/llm,,,,medium,8,4,https://icml.cc/virtual/2026/poster/64670,https://www.alphaxiv.org/abs/2604.09603,10030
65005,CLEAR: Context-Aware Learning with End-to-End Mask-Free Inference for Adaptive Subtitle Removal,"Multimodal, Vision, and Perception",Vision-language reasoning and video understanding,22,visual / vision / reasoning / video,high,stable_seed,Applications,Applications->Computer Vision,true,,2,4,https://github.com/silent-commit/CLEAR,silent-commit/CLEAR,20,github_url_with_stars,,Dataset / data resource,LLM post-training; Diffusion / flow; Compression / efficiency,vision/video; language/llm,,,,medium,5,5,https://icml.cc/virtual/2026/poster/65005,https://www.alphaxiv.org/abs/2603.21901,10026
63314,High-accuracy and dimension-free sampling with diffusions,Generative Modeling,"Diffusion sampling, transport, and inverse problems",8,diffusion / sampling / diffusion models / generative,high,stable_seed,Deep Learning,Deep Learning->Generative Models and Autoencoders,true,,21,4,,,0,no_github_url,,Theory / proof,Diffusion / flow,,,,accuracy,medium,3,3,https://icml.cc/virtual/2026/poster/63314,https://www.alphaxiv.org/abs/2601.10708,10025
65123,The Signal is in the Steps: Local Scoring for Reasoning Data Selection,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,General Machine Learning,General Machine Learning->Data,true,,9,15,,,0,no_github_url,,Position / conceptual,LLM post-training; Reasoning / test-time compute; Causal / data-centric,math/code/verifiable,,,accuracy,medium,3,1,https://icml.cc/virtual/2026/poster/65123,https://www.alphaxiv.org/abs/2510.03988,10024
62400,DiScoFormer: Plug-In Density and Score Estimation with Transformers,"Theory, Optimization, and Algorithms",Bayesian and probabilistic methods,32,bayesian / probabilistic / posterior / probabilistic methods,high,stable_seed,General Machine Learning,General Machine Learning->Kernel methods,true,,1,23,,,0,no_github_url,,System / infrastructure,Transformer / attention; Bayesian / probabilistic; Graphs / geometry,theory/synthetic,,,,medium,3,3,https://icml.cc/virtual/2026/poster/62400,https://www.alphaxiv.org/abs/2511.05924,10024
67238,Position: Anthropomorphic Misalignment Research Needs Stronger Evidence,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",37,ai / position / social / position paper,high,stable_seed,Social Aspects,Social Aspects->Alignment,true,,13,9,,,0,no_github_url,,Position / conceptual,LLM post-training; Causal / data-centric,robotics/embodied; security/safety,,,,medium,8,5,https://icml.cc/virtual/2026/poster/67238,https://www.alphaxiv.org/abs/2606.07612,10022
61049,Learning Human-Robot Collaboration via Heterogeneous-Agent Lyapunov Policy Optimization,Reinforcement Learning and Control,"Core RL, offline RL, and policy optimization",4,reinforcement learning / reinforcement / policy / rl,high,stable_seed,Applications,Applications->Robotics,true,,10,11,,,0,no_github_url,,Application / domain study,RL / policy optimization; Agents / tool use; Bayesian / probabilistic,robotics/embodied,,,,medium,5,4,https://icml.cc/virtual/2026/poster/61049,https://www.alphaxiv.org/abs/2603.03741,10021
61486,Non-Euclidean Gradient Descent Operates at the Edge of Stability,"Theory, Optimization, and Algorithms","Convex, stochastic, and nonconvex optimization",28,convergence / optimization / stochastic / convex,high,stable_seed,Optimization,Optimization->Non-Convex,true,,15,6,,,0,no_github_url,,Method / algorithm,Graphs / geometry,theory/synthetic,,,,medium,4,4,https://icml.cc/virtual/2026/poster/61486,https://www.alphaxiv.org/abs/2603.05002,10021
67247,Position: Stop Automating Peer Review Without Rigorous Evaluation,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",37,ai / position / social / position paper,high,stable_seed,Social Aspects,Social Aspects->Robustness,true,,13,7,,,0,no_github_url,,Position / conceptual,,language/llm,,,,low,4,3,https://icml.cc/virtual/2026/poster/67247,https://www.alphaxiv.org/abs/2605.03202,10020
64426,Transforming Weather Data from Pixel to Latent Space,Generative Modeling,Image/video diffusion and flow generation,34,diffusion / generative / image / generative models,high,stable_seed,Applications,"Applications->Chemistry, Physics, and Earth Sciences",true,,11,8,,,0,no_github_url,,Dataset / data resource,Compression / efficiency,science/domain,,,accuracy,medium,10,7,https://icml.cc/virtual/2026/poster/64426,https://www.alphaxiv.org/abs/2503.06623,10019
63899,PRISM: Gauge-Invariant Tangent-Space Differentially Private LoRA,"Safety, Governance, Privacy, and Society","Privacy, differential privacy, and unlearning",23,privacy / private / dp / aspects privacy,high,stable_seed,Social Aspects,Social Aspects->Privacy,true,,1,18,,,0,no_github_url,,Theory / proof,LLM post-training; Compression / efficiency,security/safety,,,,medium,2,2,https://icml.cc/virtual/2026/poster/63899,https://www.alphaxiv.org/abs/2606.00944,10019
65437,Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",2,reward / reinforcement learning / reinforcement / rewards,high,needs_review,Reinforcement Learning,Reinforcement Learning->Deep RL,true,,6,12,,,0,no_github_url,,Dataset / data resource,RL / policy optimization; LLM post-training; Compression / efficiency; Bayesian / probabilistic,language/llm,,,reward,medium,6,6,https://icml.cc/virtual/2026/poster/65437,https://www.alphaxiv.org/abs/2602.10623,10018
64487,Modeling Hierarchical Thinking in Large Reasoning Models,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,11,reasoning / language / large language / language models,high,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,6,12,,,0,no_github_url,,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Compression / efficiency,math/code/verifiable; robotics/embodied; language/llm,GPQA,,,medium,4,2,https://icml.cc/virtual/2026/poster/64487,https://www.alphaxiv.org/abs/2510.22437,10018
66583,Rare Event Analysis of Large Language Models,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",24,language / language models / llms / large language,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,2,16,,,0,no_github_url,,Method / algorithm,Bayesian / probabilistic,language/llm; theory/synthetic,,,,medium,5,1,https://icml.cc/virtual/2026/poster/66583,https://www.alphaxiv.org/abs/2602.06791,10018
60903,Reward-free Alignment for Conflicting Objectives,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,21,language / large language / language models / large,medium,needs_review,Deep Learning,Deep Learning->Large Language Models,true,,13,3,,,0,no_github_url,,Theory / proof,RL / policy optimization; LLM post-training,language/llm; security/safety,,,reward,medium,4,4,https://icml.cc/virtual/2026/poster/60903,https://www.alphaxiv.org/abs/2602.02495,10016
66709,Quantifying Frontier LLM Capabilities for Container Sandbox Escape,"Safety, Governance, Privacy, and Society","Adversarial safety, attacks, and security",12,safety / attacks / attack / social aspects,high,stable_seed,Social Aspects,Social Aspects->Safety,true,,8,7,,,0,no_github_url,,Benchmark / evaluation,Agents / tool use,math/code/verifiable; language/llm; security/safety,SandboxEscapeBench,,,medium,8,4,https://icml.cc/virtual/2026/poster/66709,https://www.alphaxiv.org/abs/2603.02277,10015
62307,LASER: Learning Active Sensing for Continuum Field Reconstruction,"AI for Science, Health, and Neuro","Physical sciences, chemistry, and climate",9,physics / chemistry / earth / applications chemistry,high,stable_seed,Deep Learning,Deep Learning->Algorithms,true,,4,10,,,0,no_github_url,,Method / algorithm,RL / policy optimization; Compression / efficiency,,,,reward,medium,5,2,https://icml.cc/virtual/2026/poster/62307,https://www.alphaxiv.org/abs/2604.19355,10014
63083,"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives","Safety, Governance, Privacy, and Society","Privacy, differential privacy, and unlearning",23,privacy / private / dp / aspects privacy,high,stable_seed,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability",true,,6,3,https://github.com/Networks-Learning/token-pricing,Networks-Learning/token-pricing,5,github_url_with_stars,,Benchmark / evaluation,,language/llm; theory/synthetic,,,,low,4,4,https://icml.cc/virtual/2026/poster/63083,https://www.alphaxiv.org/abs/2505.21627,10014
65870,On the Convergence Rate of LoRA Gradient Descent,"Theory, Optimization, and Algorithms","Convex, stochastic, and nonconvex optimization",28,convergence / optimization / stochastic / convex,high,stable_seed,Optimization,Optimization->Non-Convex,true,,3,11,,,0,no_github_url,,Theory / proof,LLM post-training; Compression / efficiency,theory/synthetic,,,,medium,2,1,https://icml.cc/virtual/2026/poster/65870,https://www.alphaxiv.org/abs/2512.18248,10014
