global_review_rank,review_priority_score,review_phase,priority_reason,event_id,title,area,subarea,claim_ids,claim_themes,in_claim_queue,in_area_queue,claim_selection_reasons,area_selection_reasons,review_focus,is_oral,award,public_total_votes,github_url,github_stars,needs_manual_check_reason,taxonomy_review_status,evidence_confidence,primary_contribution_type,method_families,evaluation_settings,manual_fields_to_fill,claim_packet_links,claim_dossier_links,area_packet_link,area_briefing_link,icml_url,alphaxiv_url
22,63.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal; taxonomy boundary needs review,63048,Equivalence of Context and Parameter Updates in Modern Transformer Blocks,"Theory, Optimization, and Algorithms",Transformer theory and attention expressivity,C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,24,,0,,needs_review,medium,Theory / proof,Transformer / attention,language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/63048,https://www.alphaxiv.org/abs/2511.17864
23,63.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal; taxonomy boundary needs review; artifact-visible,63638,Optimal Decision-Making Based on Prediction Sets,"Theory, Optimization, and Algorithms",Statistical learning theory and regression,C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,6,https://github.com/salma123456789123456789-dotcom/Pneumonia-Detection-using-Chest-X-Ray-images,0,,needs_review,medium,Theory / proof,RL / policy optimization; Bayesian / probabilistic,science/domain; security/safety; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/theory-optimization-and-algorithms.md,reports/area_briefing_cards/theory-optimization-and-algorithms.md,https://icml.cc/virtual/2026/poster/63638,https://www.alphaxiv.org/abs/2602.00989
24,61.569,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible; moderate AlphaXiv attention,64377,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,89,https://github.com/sierra-research/tau2-bench,1569,,stable_seed,medium,Benchmark / evaluation,Reasoning / test-time compute; Agents / tool use,math/code/verifiable; robotics/embodied; language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/64377,https://www.alphaxiv.org/abs/2506.07982
25,61.228,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; oral/program signal; artifact-visible; moderate AlphaXiv attention,63095,Agent0-VL: Exploring Self-Evolving Agent for Tool-Integrated Vision-Language Reasoning,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_program_signal,fault_line_representative,Check whether program-selected papers substantiate systems/agents emphasis.,true,,89,https://github.com/aiming-lab/Agent0,1228,,stable_seed,medium,Dataset / data resource,RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Graphs / geometry,vision/video; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/63095,https://www.alphaxiv.org/abs/2511.19900
26,61.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C03; in area-validation queue; priority report area; oral/program signal; low-confidence evidence code,67247,Position: Stop Automating Peer Review Without Rigorous Evaluation,"Safety, Governance, Privacy, and Society","Position papers, policy, and social impacts",C03,Program committee attention,true,true,program_high_public_lower,fault_line_representative,Identify the technical reason for high program signal and whether public attention misses it.,true,,13,,0,,stable_seed,low,Position / conceptual,,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c03-program-committee-attention.md,reports/claim_evidence_dossiers/c03-program-committee-attention.md,reports/validation_packets/safety-governance-privacy-and-society.md,reports/area_briefing_cards/safety-governance-privacy-and-society.md,https://icml.cc/virtual/2026/poster/67247,https://www.alphaxiv.org/abs/2605.03202
27,61.0,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; taxonomy boundary needs review; GitHub artifact needs manual check; artifact-visible,61382,Vision-aligned Latent Reasoning for Multi-Modal Large Language Model,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,56,https://github.com/awesome-NeRF/awesome-NeRF,6773,template_or_index_like_url,needs_review,medium,Benchmark / evaluation,Reasoning / test-time compute; Transformer / attention,vision/video; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/61382,https://www.alphaxiv.org/abs/2602.04476
28,60.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; taxonomy boundary needs review; GitHub artifact needs manual check; artifact-visible,64128,AuTAgent: A Reinforcement Learning Framework for Tool-Augmented Audio Reasoning,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,8,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,needs_review,medium,Benchmark / evaluation,RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Compression / efficiency,math/code/verifiable; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64128,https://www.alphaxiv.org/abs/2602.13685
29,60.063,artifact_and_reproducibility,in claim-validation queue; supports priority claim(s) C07; priority report area; taxonomy boundary needs review; GitHub artifact needs manual check; artifact-visible,65423,Autoregressive Direct Preference Optimization,"LLM Reasoning, Post-Training, and RLVR",LLM preference tuning and alignment training,C07,Artifact visibility,true,false,artifact_manual_check,,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,false,,6,https://github.com/eliahuhorwitz/Academic-project-page-template,5063,template_or_index_like_url,needs_review,medium,Method / algorithm,RL / policy optimization; LLM post-training,language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/65423,https://www.alphaxiv.org/abs/2602.09533
30,60.0,main_thesis_claims,in claim-validation queue; supports priority claim(s) C01; priority report area; oral/program signal; taxonomy boundary needs review; low-confidence evidence code,60765,Learning to Theorize the World from Observation,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C01,LLM reasoning center of gravity,true,false,llm_boundary_cluster,,Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,true,,56,,0,,needs_review,low,System / infrastructure,,math/code/verifiable; vision/video; language/llm; theory/synthetic,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment,reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/60765,https://www.alphaxiv.org/abs/2605.03413
31,59.745,main_thesis_claims,in claim-validation queue; supports priority claim(s) C02; in area-validation queue; priority report area; artifact-visible; high AlphaXiv attention; public attention without program signal,62794,ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,"Agents, Code, and Tool Use","Agent evaluation, tool use, and agentic workflows",C02,Infrastructure and agentic workloads,true,true,systems_agents_public_signal,public_attention_not_program_signal,Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover.,false,,260,https://github.com/NVlabs/ToolOrchestra,745,,stable_seed,medium,Theory / proof,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/62794,https://www.alphaxiv.org/abs/2511.21689
32,59.089,main_thesis_claims,in claim-validation queue; supports priority claim(s) C01; in area-validation queue; priority report area; artifact-visible; high AlphaXiv attention; public attention without program signal,68817,Process Reward Models That Think,"LLM Reasoning, Post-Training, and RLVR",RL for reasoning models and verifiable rewards,C01; C06,LLM reasoning center of gravity; External trend context,true,true,fast_arxiv_area_sample; llm_high_attention_core,public_attention_not_program_signal,Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,false,,1815,https://github.com/mukhal/thinkprm,89,,stable_seed,medium,Benchmark / evaluation,RL / policy optimization; LLM post-training; Reasoning / test-time compute,math/code/verifiable; language/llm,claim: manual_claim_support/manual_taxonomy_judgment/manual_artifact_judgment; area: manual_validated/manual_primary_contribution_type/manual_method_family/manual_artifact_status/manual_fault_line_relevance,reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/68817,https://www.alphaxiv.org/abs/2504.16828
